0.000000000000000000e+00,5.963557419023391565e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.535568389914072580e-03,2.228980055185900318e-03,3.188518681172990143e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.518026565464895665e-02,0.000000000000000000e+00,8.885344248982871562e-01
0.000000000000000000e+00,1.705322673800042932e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.936346779341581448e-02,3.146183542572271279e-03,4.605283156518831522e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.343587561175791333e-02,0.000000000000000000e+00,9.009484147490651740e-01
1.565092183929633497e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.408582965536670385e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.044699032773030445e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.770213165555451395e-03,1.565092183929633497e-05,0.000000000000000000e+00,4.180204714057658699e-01,1.565092183929633497e-05,1.565092183929633497e-05,6.025604908129089015e-04,0.000000000000000000e+00,3.579600588474661782e-01,1.184618274016339678e-01,9.153441637712463053e-02
0.000000000000000000e+00,2.397333906686734822e-02,0.000000000000000000e+00,5.375188131584607721e-04,0.000000000000000000e+00,3.404285816670251340e-03,1.146706801404716184e-03,3.296782054038559229e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.166917508779476148e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.726797104565327673e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.166917508779476148e-05,0.000000000000000000e+00,9.675338636852293464e-03,2.150075252633842980e-04,8.906686734035690334e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.334153528948366442e-04,0.000000000000000000e+00,0.000000000000000000e+00,8.101457873391622322e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.112613182132054651e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.368883788331177465e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.258089300823761771e-03,7.402573404265666568e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.447333292259667635e-02,1.334894132626866401e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.686505247160782650e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.618446183229622306e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.633694781590782963e-01,0.000000000000000000e+00,2.926498675374283442e-03,8.577208222947857452e-02,5.861982215102786720e-01
0.000000000000000000e+00,1.182692095527393544e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.839049433293370107e-03,1.029707048344745700e-04,3.221512051249990349e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.316554011812210443e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.574267620861864182e-04,0.000000000000000000e+00,1.610756025624995045e-03,1.432616706261354012e-01,7.001272423709742343e-01
7.627511688832620297e-03,6.612181455808065211e-02,2.425511112225327975e-03,8.092558005440163293e-02,0.000000000000000000e+00,2.622936435313436010e-02,2.273211577271644704e-02,7.458289983328527219e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.333667598430625073e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.133735287112826773e-05,1.253494114845130574e-05,1.270416285395540024e-01,1.880241172267696200e-05,3.497248580417914796e-03,1.782593980721260407e-01,4.509946475801296373e-01
1.465712790088989767e-03,0.000000000000000000e+00,1.395916942941895222e-03,2.718548246379340685e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.612284069097888808e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.787238992613272931e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.267492584191241611e-02,0.000000000000000000e+00,3.832955272494620053e-03,4.953934740882918186e-01,3.761414529168847776e-01
1.452612159816389868e-05,0.000000000000000000e+00,9.369348430815715133e-04,7.989366878990144529e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.317918697297415509e-01,1.452612159816389868e-05,4.357836479449169842e-04,2.178918239724584718e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.452612159816389767e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.381267113587008100e-01,1.284327041101661071e-01
